"Date","Time","Identity","Internal IP Address","External IP Address","Action","Destination","Categories"
"2016-04-26","06:59:13","Frankfurt","10.165.154.107","193.155.119.57","Blocked","www.googletagservices.com","FireEye"
"2016-04-26","06:59:13","Frankfurt","10.165.154.107","193.155.119.57","Blocked","www.googletagservices.com","FireEye"
"2016-04-26","06:59:13","Frankfurt","10.165.154.107","193.155.119.57","Blocked","www.googletagservices.com","FireEye"
"2016-04-26","06:59:13","Frankfurt","10.165.154.107","193.155.119.57","Blocked","www.googletagservices.com","FireEye"
"2016-04-26","06:59:13","Frankfurt","10.165.156.90","193.155.119.57","Blocked","www.googletagservices.com","FireEye"
"2016-04-26","06:59:13","Frankfurt","10.165.154.107","193.155.119.57","Blocked","www.googletagservices.com","FireEye"
"2016-04-26","06:59:13","Frankfurt","10.165.154.107","193.155.119.57","Blocked","www.googletagservices.com","FireEye"
"2016-04-26","06:59:13","Frankfurt","10.165.154.107","193.155.119.57","Blocked","www.googletagservices.com","FireEye"
"2016-04-26","06:59:10","Nashville 7300 User 6","10.164.20.252","198.203.192.126","Blocked","www.googletagservices.com","FireEye"
"2016-04-26","06:59:10","Nashville 7300 User 6","10.164.20.252","198.203.192.126","Blocked","www.googletagservices.com","FireEye"
